x,psi_n0,psi_n1,psi_n2,psi_n3,psi_n4,psi_n5,psi_n6,psi_n7,psi_n8,psi_n9
5.04,-0.0915919808714,0.315580093033,-0.384697626503,-0.0691621957088,0.231065178749,0.218860836973,0.0694706328755,-0.135217276262,-0.247774455078,-0.102509609139
5.06,-0.0904069794115,0.313435228964,-0.386261096468,-0.0641854045887,0.233945907562,0.216952985593,0.0645516683611,-0.140044678741,-0.247505649916,-0.0960289301145
5.08,-0.0892338191725,0.311286283348,-0.387770095796,-0.0591923733623,0.236744980188,0.214951863792,0.0596002183162,-0.144790268035,-0.247068898918,-0.0894728379367
5.1,-0.0880724473978,0.309133636151,-0.389224850153,-0.054184432291,0.239461687339,0.212858574929,0.054618841943,-0.149451435522,-0.246464777815,-0.0828465823872
5.12,-0.0869228102349,0.306977662473,-0.390625596087,-0.0491629040748,0.242095354582,0.210674257218,0.0496101022303,-0.154025632415,-0.245693974502,-0.0761554533501
5.14,-0.085784852767,0.304818732526,-0.3919725808,-0.0441291034734,0.24464534229,0.20840008293,0.0445765645724,-0.158510370957,-0.244757288002,-0.069404776439
5.16,-0.0846585190443,0.302657211614,-0.393266061926,-0.0390843369346,0.247111045571,0.206037257584,0.0395207953987,-0.162903225554,-0.243655627362,-0.0625999086219
5.18,-0.0835437521158,0.300493460118,-0.394506307304,-0.0340299022325,0.249491894189,0.203587019124,0.0344453608147,-0.167201833879,-0.24239001047,-0.0557462338449
5.2,-0.0824404940596,0.298327833482,-0.395693594757,-0.0289670881128,0.251787352466,0.201050637098,0.0293528252553,-0.171403897912,-0.240961562814,-0.0488491586605
5.22,-0.0813486860138,0.2961606822,-0.396828211865,-0.0238971739472,0.253996919176,0.198429411821,0.0242457501506,-0.175507184942,-0.239371516165,-0.0419141078629
5.24,-0.0802682682068,0.293992351801,-0.39791045574,-0.018821429396,0.256120127414,0.195724673536,0.0191266926056,-0.179509528522,-0.237621207199,-0.0349465201336
5.26,-0.0791991799868,0.291823182847,-0.398940632804,-0.0137411140795,0.258156544462,0.192937781567,0.0139982040936,-0.183408829363,-0.235712076053,-0.0279518437024
