x,U
-20.1,2.4942295714
-20.07,2.48272928323
-20.04,2.47127176495
-20.01,2.45985688121
-19.98,2.44848449708
-19.95,2.43715447801
-19.92,2.42586668989
-19.89,2.41462099896
-19.86,2.40341727189
-19.83,2.39225537574
-19.8,2.38113517798
-19.77,2.37005654643
-19.74,2.35901934936
-19.71,2.3480234554
-19.68,2.33706873357
-19.65,2.32615505329
-19.62,2.31528228437
-19.59,2.304450297
-19.56,2.29365896177
-19.53,2.28290814963
-19.5,2.27219773195
-19.47,2.26152758046
-19.44,2.25089756727
-19.41,2.24030756488
-19.38,2.22975744617
-19.35,2.2192470844
-19.32,2.2087763532
-19.29,2.19834512659
-19.26,2.18795327895
-19.23,2.17760068505
-19.2,2.16728722001
-19.17,2.15701275936
-19.14,2.14677717897
-19.11,2.13658035508
-19.08,2.12642216433
-19.05,2.11630248369
-19.02,2.10622119052
-18.99,2.09617816255
-18.96,2.08617327785
-18.93,2.07620641487
-18.9,2.06627745244
-18.87,2.05638626971
-18.84,2.04653274624
-18.81,2.0367167619
-18.78,2.02693819696
-18.75,2.01719693202
-18.72,2.00749284806
-18.69,1.99782582639
-18.66,1.98819574869
-18.63,1.97860249699
-18.6,1.96904595368
-18.57,1.95952600149
-18.54,1.95004252351
-18.51,1.94059540317
-18.48,1.93118452425
-18.45,1.92180977088
-18.42,1.91247102754
-18.39,1.90316817906
-18.36,1.89390111059
-18.33,1.88466970764
-18.3,1.87547385608
-18.27,1.86631344209
-18.24,1.8571883522
-18.21,1.8480984733
-18.18,1.83904369258
-18.15,1.8300238976
-18.12,1.82103897625
-18.09,1.81208881674
-18.06,1.80317330763
-18.03,1.79429233781
-18,1.7854457965
-17.97,1.77663357326
-17.94,1.76785555796
-17.91,1.75911164082
-17.88,1.75040171238
-17.85,1.74172566351
-17.82,1.7330833854
-17.79,1.72447476959
-17.76,1.71589970792
-17.73,1.70735809255
-17.7,1.69884981598
-17.67,1.69037477103
-17.64,1.68193285083
-17.61,1.67352394885
-17.58,1.66514795885
-17.55,1.65680477494
-17.52,1.64849429152
-17.49,1.64021640333
-17.46,1.63197100541
-17.43,1.62375799311
-17.4,1.61557726212
-17.37,1.60742870842
-17.34,1.5993122283
-17.31,1.59122771837
-17.28,1.58317507556
-17.25,1.57515419709
-17.22,1.56716498049
-17.19,1.55920732361
-17.16,1.55128112461
-17.13,1.54338628193
-17.1,1.53552269434
-17.07,1.5276902609
-17.04,1.51988888098
-17.01,1.51211845425
-16.98,1.50437888068
-16.95,1.49667006054
-16.92,1.48899189441
-16.89,1.48134428314
-16.86,1.47372712791
-16.83,1.46614033018
-16.8,1.45858379171
-16.77,1.45105741456
-16.74,1.44356110108
-16.71,1.4360947539
-16.68,1.42865827596
-16.65,1.4212515705
-16.62,1.41387454102
-16.59,1.40652709133
-16.56,1.39920912554
-16.53,1.39192054803
-16.5,1.38466126347
-16.47,1.37743117681
-16.44,1.37023019331
-16.41,1.3630582185
-16.38,1.35591515818
-16.35,1.34880091847
-16.32,1.34171540573
-16.29,1.33465852663
-16.26,1.32763018811
-16.23,1.32063029739
-16.2,1.31365876199
-16.17,1.30671548967
-16.14,1.2998003885
-16.11,1.2929133668
-16.08,1.2860543332
-16.05,1.27922319658
-16.02,1.2724198661
-15.99,1.26564425119
-15.96,1.25889626155
-15.93,1.25217580718
-15.9,1.24548279831
-15.87,1.23881714548
-15.84,1.23217875946
-15.81,1.22556755132
-15.78,1.21898343239
-15.75,1.21242631425
-15.72,1.20589610878
-15.69,1.19939272809
-15.66,1.19291608458
-15.63,1.18646609091
-15.6,1.18004265999
-15.57,1.173645705
-15.54,1.1672751394
-15.51,1.16093087687
-15.48,1.1546128314
-15.45,1.1483209172
-15.42,1.14205504876
-15.39,1.13581514081
-15.36,1.12960110837
-15.33,1.12341286667
-15.3,1.11725033125
-15.27,1.11111341785
-15.24,1.10500204251
-15.21,1.09891612149
-15.18,1.09285557133
-15.15,1.0868203088
-15.12,1.08081025093
-15.09,1.07482531501
-15.06,1.06886541857
-15.03,1.06293047939
-15,1.05702041549
-14.97,1.05113514515
-14.94,1.04527458691
-14.91,1.03943865952
-14.88,1.033627282
-14.85,1.02784037362
-14.82,1.02207785388
-14.79,1.01633964252
-14.76,1.01062565955
-14.73,1.00493582518
-14.7,0.999270059897
-14.67,0.993628284416
-14.64,0.988010419689
-14.61,0.982416386911
-14.58,0.976846107514
-14.55,0.971299503169
-14.52,0.965776495783
-14.49,0.960277007501
-14.46,0.9548009607
-14.43,0.949348277997
-14.4,0.943918882241
-14.37,0.938512696513
-14.34,0.93312964413
-14.31,0.92776964864
-14.28,0.922432633822
-14.25,0.917118523687
-14.22,0.911827242477
-14.19,0.90655871466
-14.16,0.901312864938
-14.13,0.896089618238
-14.1,0.890888899714
-14.07,0.88571063475
-14.04,0.880554748954
-14.01,0.87542116816
-13.98,0.870309818427
-13.95,0.86522062604
-13.92,0.860153517504
-13.89,0.85510841955
-13.86,0.850085259131
-13.83,0.845083963421
-13.8,0.840104459814
-13.77,0.835146675927
-13.74,0.830210539595
-13.71,0.825295978872
-13.68,0.820402922031
-13.65,0.815531297563
-13.62,0.810681034177
-13.59,0.805852060796
-13.56,0.801044306561
-13.53,0.796257700827
-13.5,0.791492173166
-13.47,0.786747653362
-13.44,0.782024071412
-13.41,0.777321357527
-13.38,0.772639442131
-13.35,0.767978255857
-13.32,0.76333772955
-13.29,0.758717794267
-13.26,0.754118381273
-13.23,0.749539422043
-13.2,0.744980848258
-13.17,0.74044259181
-13.14,0.735924584797
-13.11,0.731426759523
-13.08,0.726949048499
-13.05,0.722491384442
-13.02,0.718053700272
-12.99,0.713635929115
-12.96,0.709238004299
-12.93,0.704859859356
-12.9,0.700501428021
-12.87,0.696162644229
-12.84,0.691843442119
-12.81,0.687543756028
-12.78,0.683263520495
-12.75,0.679002670258
-12.72,0.674761140252
-12.69,0.670538865614
-12.66,0.666335781675
-12.63,0.662151823966
-12.6,0.657986928214
-12.57,0.65384103034
-12.54,0.649714066464
-12.51,0.645605972897
-12.48,0.641516686147
-12.45,0.637446142916
-12.42,0.633394280096
-12.39,0.629361034775
-12.36,0.625346344232
-12.33,0.621350145937
-12.3,0.617372377551
-12.27,0.613412976925
-12.24,0.609471882101
-12.21,0.60554903131
-12.18,0.60164436297
-12.15,0.597757815689
-12.12,0.593889328262
-12.09,0.590038839672
-12.06,0.586206289085
-12.03,0.582391615858
-12,0.578594759529
-11.97,0.574815659824
-11.94,0.571054256651
-11.91,0.567310490104
-11.88,0.563584300457
-11.85,0.55987562817
-11.82,0.556184413884
-11.79,0.552510598421
-11.76,0.548854122785
-11.73,0.545214928159
-11.7,0.541592955909
-11.67,0.537988147576
-11.64,0.534400444885
-11.61,0.530829789736
-11.58,0.527276124208
-11.55,0.523739390558
-11.52,0.520219531218
-11.49,0.516716488799
-11.46,0.513230206086
-11.43,0.509760626039
-11.4,0.506307691794
-11.37,0.502871346662
-11.34,0.499451534126
-11.31,0.496048197842
-11.28,0.492661281641
-11.25,0.489290729525
-11.22,0.485936485667
-11.19,0.482598494413
